GPL_NAME,GPL_TYPE,GSS_CD,GSS_NM,GSS_ENTITY_CD,GSS_ENTITY_NM,16/02/2020,17/02/2020,18/02/2020,19/02/2020,20/02/2020,21/02/2020,22/02/2020,23/02/2020,24/02/2020,25/02/2020,26/02/2020,27/02/2020,28/02/2020,29/02/2020,01/03/2020,02/03/2020,03/03/2020,04/03/2020,05/03/2020,06/03/2020,07/03/2020,08/03/2020,09/03/2020,10/03/2020,11/03/2020,12/03/2020,13/03/2020,14/03/2020,15/03/2020,16/03/2020,17/03/2020,18/03/2020,19/03/2020,20/03/2020,21/03/2020,22/03/2020,23/03/2020,24/03/2020,25/03/2020,26/03/2020,27/03/2020,28/03/2020,29/03/2020
Renfrewshire,Grocery & pharmacy,S12000038,Renfrewshire,S12,Council Area,-5,-1,0,-2,-3,-7,0,-1,1,3,-1,1,2,1,-2,7,1,6,4,6,1,0,3,3,4,10,14,10,8,16,17,24,23,13,5,-12,-7,-22,-23,-25,-23,-29,-39
Renfrewshire,Parks,S12000038,Renfrewshire,S12,Council Area,NA,NA,0,-11,-2,-24,-22,10,NA,2,11,6,-8,0,-20,NA,NA,NA,12,20,-19,NA,NA,6,2,-12,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,-28,-17,-24,-14,-12,14
Renfrewshire,Transit stations,S12000038,Renfrewshire,S12,Council Area,-4,7,4,3,3,1,-4,3,4,6,4,8,3,10,2,3,2,1,1,0,-2,3,-2,-4,-7,-7,-12,-14,-21,-24,-29,-35,-41,-47,-50,-59,-65,-71,-77,-79,-81,-79,-84
Renfrewshire,Workplace,S12000038,Renfrewshire,S12,Council Area,-2,0,2,1,1,-2,-3,0,0,2,2,1,1,0,0,0,1,0,-1,0,1,2,-1,-1,-1,-2,-2,-2,-2,-8,-13,-20,-24,-26,-26,-29,-45,-60,-67,-70,-70,-61,-58
Renfrewshire,Residential,S12000038,Renfrewshire,S12,Council Area,1,1,0,1,0,3,3,0,1,0,1,0,0,0,0,0,0,-1,0,0,0,-1,1,1,1,1,1,3,1,4,7,10,10,11,10,NA,17,24,27,28,29,NA,NA
Rhondda Cynon Taff,Retail & recreation,W06000016,Rhondda Cynon Taf,W06,Unitary Authority,-25,0,3,-3,-1,3,-5,-4,-6,0,0,3,-11,2,2,10,8,-2,4,4,0,0,1,-2,1,7,5,-1,-3,6,-12,-18,-17,-18,-35,-46,-33,-67,-72,-71,-73,-80,-80
Rhondda Cynon Taff,Grocery & pharmacy,W06000016,Rhondda Cynon Taf,W06,Unitary Authority,-7,-1,-1,-4,-1,2,-2,0,-3,8,2,4,-1,7,1,5,4,3,8,4,-1,-4,-3,2,5,12,9,6,7,14,17,17,18,8,10,-10,-9,-24,-26,-30,-29,-36,-41
Rhondda Cynon Taff,Parks,W06000016,Rhondda Cynon Taf,W06,Unitary Authority,-22,11,16,-20,6,-4,-22,-10,-6,6,14,26,-31,-33,-21,NA,NA,-14,6,0,-18,-18,0,-6,0,2,-4,-22,-18,NA,-18,-24,-24,-29,-12,-3,-13,-26,-29,-26,-40,-60,-47
Rhondda Cynon Taff,Transit stations,W06000016,Rhondda Cynon Taf,W06,Unitary Authority,-6,-14,-10,-14,-11,-12,-5,-6,-9,-3,1,2,-10,-19,-7,-1,-1,-5,-2,-2,-8,-10,-6,-8,-6,-8,-8,-16,-16,-7,-22,-29,-29,-31,-30,-18,-42,-55,-57,-58,-58,-64,-52
Rhondda Cynon Taff,Workplace,W06000016,Rhondda Cynon Taf,W06,Unitary Authority,-12,-21,-17,-18,-19,-18,-3,0,-4,-1,-1,0,-3,-3,6,0,2,1,0,0,-2,-1,-1,-1,0,-1,-4,-6,-5,-6,-12,-19,-23,-24,-22,-23,-40,-53,-59,-62,-63,-55,-50
Rhondda Cynon Taff,Residential,W06000016,Rhondda Cynon Taf,W06,Unitary Authority,3,4,3,4,3,3,0,0,2,1,1,0,2,2,0,0,0,1,0,-1,0,-1,1,1,1,1,1,2,1,2,6,9,10,10,9,7,14,21,24,24,26,19,NA
Rutland,Retail & recreation,E06000017,Rutland,E06,Unitary Authority,-17,17,14,5,3,5,-4,2,-1,2,1,1,-3,-1,12,10,7,3,1,8,7,9,9,9,5,11,8,9,-18,10,-6,-17,-13,-22,-39,-44,-45,-63,-73,-72,-75,-90,-100
Rutland,Grocery & pharmacy,E06000017,Rutland,E06,Unitary Authority,-12,2,-2,-3,2,3,3,-4,8,6,5,3,9,1,10,14,2,5,11,7,4,6,13,8,6,12,13,15,20,38,30,25,37,20,9,-4,6,-23,-22,-17,-20,-33,-37
Rutland,Parks,E06000017,Rutland,E06,Unitary Authority,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rutland,Transit stations,E06000017,Rutland,E06,Unitary Authority,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rutland,Workplace,E06000017,Rutland,E06,Unitary Authority,NA,-19,-21,-21,-23,-22,-6,NA,3,1,4,1,3,6,NA,5,1,5,2,1,6,NA,5,3,2,2,1,-2,NA,-1,-10,-15,-19,-21,-28,NA,-42,-55,-63,-63,-65,-61,-57
Rutland,Residential,E06000017,Rutland,E06,Unitary Authority,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scottish Borders,Retail & recreation,S12000026,Scottish Borders,S12,Council Area,8,10,10,7,2,-2,-4,9,-11,2,3,8,4,8,5,12,8,9,6,8,3,15,6,3,2,-1,0,2,6,2,-10,-15,-15,-19,-39,-42,-38,-67,-72,-75,-78,-84,-88
Scottish Borders,Grocery & pharmacy,S12000026,Scottish Borders,S12,Council Area,-2,3,4,4,0,-1,-2,0,-5,4,-1,1,1,2,-2,0,2,2,2,0,5,1,0,3,1,6,5,8,7,13,14,13,14,5,9,-10,-12,-25,-30,-34,-35,-37,-46
Scottish Borders,Parks,S12000026,Scottish Borders,S12,Council Area,6,15,20,13,-1,-10,-27,2,-17,2,15,16,-1,-3,0,18,23,27,17,28,8,17,12,14,9,6,15,27,18,14,14,13,24,23,13,43,6,-17,-6,-28,-40,-48,-39
Scottish Borders,Transit stations,S12000026,Scottish Borders,S12,Council Area,0,-4,-2,-4,1,-4,-1,3,-8,-2,0,11,0,17,2,9,14,16,30,25,26,27,17,12,9,13,15,28,22,11,5,-4,8,0,5,8,-24,-46,-45,-45,-49,-49,-44
Scottish Borders,Workplace,S12000026,Scottish Borders,S12,Council Area,0,-15,-14,-7,-1,-1,-1,2,-2,2,2,1,1,1,-1,0,0,1,1,1,4,1,0,-1,0,-2,-3,-3,-3,-4,-10,-14,-17,-19,-21,-28,-37,-56,-61,-64,-62,-55,-51
Scottish Borders,Residential,S12000026,Scottish Borders,S12,Council Area,NA,2,2,1,0,1,NA,NA,2,0,0,0,1,NA,NA,0,0,0,0,0,NA,NA,1,1,2,2,2,NA,NA,3,5,7,8,9,NA,NA,13,20,NA,NA,NA,NA,NA
Shetland Islands,Retail & recreation,S12000027,Shetland Islands,S12,Council Area,NA,NA,NA,NA,NA,-2,-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-50,-28,-32,-33,-62,NA,-54,-78,-73,-75,-77,-85,NA
Shetland Islands,Grocery & pharmacy,S12000027,Shetland Islands,S12,Council Area,NA,NA,NA,NA,NA,-9,-17,NA,NA,NA,NA,NA,0,-17,NA,NA,NA,NA,NA,-2,2,NA,NA,NA,NA,NA,8,-11,NA,NA,NA,NA,NA,0,-2,NA,NA,NA,-40,-41,-34,-46,-49
Shetland Islands,Parks,S12000027,Shetland Islands,S12,Council Area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shetland Islands,Transit stations,S12000027,Shetland Islands,S12,Council Area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-46,-47,-38,-54,NA,NA
Shetland Islands,Workplace,S12000027,Shetland Islands,S12,Council Area,NA,3,1,-3,-9,-25,NA,NA,-23,1,-1,-1,-4,NA,NA,0,3,-3,1,0,NA,NA,-3,4,3,-4,-8,NA,NA,-19,-21,-32,-32,-29,NA,NA,-41,-56,-61,-59,-60,NA,NA
Shetland Islands,Residential,S12000027,Shetland Islands,S12,Council Area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shropshire,Retail & recreation,J19000001,Shropshire Ceremonial County,J19,Ceremonial County,-9,8,6,5,8,6,-3,-1,-6,-4,-5,1,0,1,5,5,4,1,4,4,1,7,1,2,0,5,2,-3,-2,2,-8,-20,-16,-23,-46,-56,-42,-70,-72,-73,-76,-84,-85
Shropshire,Grocery & pharmacy,J19000001,Shropshire Ceremonial County,J19,Ceremonial County,-6,2,2,2,3,0,-3,-2,-1,4,-1,2,4,0,2,4,4,3,4,6,3,5,4,6,5,8,7,3,6,16,20,16,20,8,1,-15,-9,-26,-30,-30,-32,-44,-49
Shropshire,Parks,J19000001,Shropshire Ceremonial County,J19,Ceremonial County,-34,27,36,16,4,14,-9,-5,2,13,6,0,-20,-23,2,9,4,-6,3,20,6,13,1,7,6,-2,11,1,0,23,6,-22,-4,10,1,10,-2,-19,-15,-12,-26,-62,-56
Shropshire,Transit stations,J19000001,Shropshire Ceremonial County,J19,Ceremonial County,-14,2,-7,-6,-8,-4,-1,2,-9,-8,-16,-5,-3,-4,6,5,2,-1,4,4,8,9,0,0,-1,-1,1,-2,-4,-5,-15,-25,-22,-26,-30,-27,-36,-53,-59,-58,-62,-70,-70
Shropshire,Workplace,J19000001,Shropshire Ceremonial County,J19,Ceremonial County,-5,-17,-17,-17,-17,-18,-2,-2,-4,-2,-1,-1,-2,0,2,0,1,1,0,0,2,2,2,1,1,0,-2,-1,-3,-3,-8,-15,-18,-21,-21,-27,-37,-51,-58,-61,-62,-55,-50
Shropshire,Residential,J19000001,Shropshire Ceremonial County,J19,Ceremonial County,2,3,3,3,3,3,0,0,2,1,1,1,1,0,-1,0,0,1,0,0,-1,-1,0,1,1,1,1,1,1,2,5,8,9,10,9,7,14,21,24,24,25,18,14
Slough,Retail & recreation,E06000039,Slough,E06,Unitary Authority,-12,3,7,0,1,-1,-3,-3,-7,-2,-2,-1,-1,1,6,1,1,-1,-6,1,-1,2,-4,-2,2,-1,-3,-8,-14,-4,-9,-11,-12,-19,-36,-44,-34,-64,-68,-69,-70,-77,-80
Slough,Grocery & pharmacy,E06000039,Slough,E06,Unitary Authority,-5,0,-3,-4,0,-2,-2,-1,-2,3,-3,0,3,3,6,4,2,1,1,5,4,6,4,4,7,17,14,10,8,19,18,31,35,13,-2,-15,-11,-21,-26,-28,-29,-37,-46
Slough,Parks,E06000039,Slough,E06,Unitary Authority,-34,12,-9,-16,-7,7,20,-9,-13,2,-4,2,-7,-15,42,8,0,-18,-13,2,0,0,-6,-7,4,0,-3,-6,-22,NA,-2,-5,-22,-12,-3,6,2,-4,-14,-7,-15,-37,-45
Slough,Transit stations,E06000039,Slough,E06,Unitary Authority,-12,-8,-8,-12,-14,-9,-2,-4,-9,-4,-6,-5,-7,-11,1,-7,-6,-6,-8,-3,-8,-5,-10,-11,-12,-17,-17,-22,-22,-29,-40,-47,-51,-52,-55,-62,-66,-73,-77,-78,-75,-77,-78
Slough,Workplace,E06000039,Slough,E06,Unitary Authority,-5,-14,-15,-15,-16,-17,-2,-4,-2,0,1,-1,0,-2,-4,0,0,0,-1,-1,0,-4,-1,-1,-2,-3,-6,-4,-9,-12,-19,-26,-30,-30,-22,-30,-47,-57,-62,-64,-64,-53,-54
Slough,Residential,E06000039,Slough,E06,Unitary Authority,2,3,3,3,3,4,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,2,2,3,4,NA,5,8,11,13,14,11,NA,19,25,27,28,29,NA,NA
Somerset,Retail & recreation,E10000027,Somerset,E10,County,-5,13,13,8,9,9,-1,1,-3,-2,-1,4,3,4,11,6,4,-4,-2,3,3,8,0,2,0,0,0,-3,-7,2,-10,-19,-21,-26,-46,-53,-41,-70,-73,-74,-76,-85,-86
Somerset,Grocery & pharmacy,E10000027,Somerset,E10,County,-2,5,4,2,3,3,1,0,1,5,1,2,6,5,6,4,4,4,6,9,4,7,6,7,6,11,11,9,10,21,26,21,20,8,3,-10,-6,-24,-28,-30,-31,-41,-48
Somerset,Parks,E10000027,Somerset,E10,County,-27,36,42,26,22,45,8,-4,-4,2,9,13,1,-13,8,17,25,-4,-2,29,24,13,10,15,21,11,32,27,-9,51,23,12,-1,18,23,30,8,-12,-15,-18,-31,-57,-56
Somerset,Transit stations,E10000027,Somerset,E10,County,12,23,12,13,9,24,12,20,7,7,6,9,11,1,16,7,10,2,7,15,9,15,9,2,4,4,14,1,4,6,-6,-16,-15,-19,-26,-24,-32,-44,-54,-56,-62,-70,-72
Somerset,Workplace,E10000027,Somerset,E10,County,-4,-16,-15,-16,-17,-17,-3,0,0,1,0,0,-1,1,1,0,1,0,-1,0,2,2,-1,0,0,-1,-3,-1,-3,-4,-9,-16,-20,-21,-22,-25,-36,-50,-57,-59,-59,-53,-49
Somerset,Residential,E10000027,Somerset,E10,County,2,2,2,2,3,2,0,0,1,1,0,1,1,1,-1,0,0,1,1,0,0,0,1,1,1,1,2,2,2,2,5,8,10,10,10,7,14,20,23,24,25,18,14
South Ayrshire Council,Retail & recreation,S12000028,South Ayrshire,S12,Council Area,-3,6,6,-3,0,-12,-11,1,1,10,4,7,-1,7,-8,11,16,9,10,2,0,8,4,6,-4,-3,0,-4,0,3,-7,-11,-9,-19,-41,-44,-40,-74,-77,-77,-81,-86,-88
South Ayrshire Council,Grocery & pharmacy,S12000028,South Ayrshire,S12,Council Area,-2,6,-1,0,-2,0,-3,1,3,1,1,3,6,1,-3,8,6,9,9,9,1,3,6,5,3,7,14,11,16,24,17,22,23,16,11,-6,-3,-27,-25,-29,-30,-37,-42
South Ayrshire Council,Parks,S12000028,South Ayrshire,S12,Council Area,NA,NA,NA,-6,-2,-15,-28,8,NA,NA,16,4,-2,-7,-15,NA,NA,NA,31,50,19,47,NA,NA,16,2,NA,38,57,NA,NA,NA,NA,NA,NA,NA,NA,-17,-31,-24,-40,-49,-35
South Ayrshire Council,Transit stations,S12000028,South Ayrshire,S12,Council Area,-4,1,-3,1,-3,-6,-10,0,-1,2,-2,0,0,2,5,5,0,8,2,3,3,20,1,2,-2,-6,4,-5,9,-6,-18,-19,-15,-19,-30,-10,-38,-59,-63,-65,-63,-68,-62
South Ayrshire Council,Workplace,S12000028,South Ayrshire,S12,Council Area,0,1,1,0,2,1,1,-2,-1,2,2,1,1,4,2,1,1,-1,2,1,-1,2,0,-2,-1,-2,-4,-3,-3,-6,-12,-15,-18,-18,-23,-29,-40,-56,-65,-65,-66,-60,-56
South Ayrshire Council,Residential,S12000028,South Ayrshire,S12,Council Area,NA,1,0,1,1,2,NA,NA,1,0,0,0,1,NA,NA,0,0,0,0,0,NA,NA,1,0,1,1,1,NA,NA,3,5,7,7,9,NA,NA,13,20,NA,NA,NA,NA,NA
South Gloucestershire,Retail & recreation,E06000025,South Gloucestershire,E06,Unitary Authority,-6,6,9,7,10,4,-5,-6,-2,-1,-2,4,-2,3,1,3,4,-2,1,1,-3,-1,-2,-1,0,0,-3,-5,-10,1,-5,-14,-12,-22,-38,-51,-39,-67,-69,-68,-71,-78,-81
South Gloucestershire,Grocery & pharmacy,E06000025,South Gloucestershire,E06,Unitary Authority,6,11,11,9,4,-1,-3,-2,-1,5,-1,8,12,14,13,15,3,2,-3,-1,-6,-9,-5,-4,-4,-5,2,0,-4,14,23,15,9,12,2,-17,-7,-21,-25,-31,-29,-39,-45
South Gloucestershire,Parks,E06000025,South Gloucestershire,E06,Unitary Authority,-41,14,10,-7,0,18,-6,-13,-16,-14,-9,4,-19,-25,0,12,8,-23,-12,13,-3,1,1,-7,3,-6,9,5,-25,32,4,-18,-12,14,40,44,25,14,8,19,-2,-34,-30
South Gloucestershire,Transit stations,E06000025,South Gloucestershire,E06,Unitary Authority,-10,-2,-3,-4,-10,0,5,3,2,2,2,2,4,1,7,0,1,-5,-4,5,1,6,0,0,-5,-6,-4,-5,-9,-14,-29,-39,-43,-38,-31,-28,-47,-62,-65,-64,-64,-64,-64
South Gloucestershire,Workplace,E06000025,South Gloucestershire,E06,Unitary Authority,-2,-14,-13,-14,-14,-15,-1,-1,-1,2,1,0,-2,0,3,0,1,0,0,0,0,2,0,0,0,-2,-4,-1,-2,-7,-15,-25,-32,-33,-22,-27,-48,-59,-64,-66,-66,-54,-52
South Gloucestershire,Residential,E06000025,South Gloucestershire,E06,Unitary Authority,1,2,2,3,3,3,0,-1,1,1,1,0,1,0,-1,0,0,1,1,0,0,-1,1,1,1,2,2,2,2,3,8,13,15,15,11,8,19,26,29,29,30,20,NA
South Lanarkshire,Retail & recreation,S12000029,South Lanarkshire,S12,Council Area,-1,3,3,0,-1,-7,-4,0,0,3,3,3,1,3,-2,7,5,7,5,3,-2,1,5,1,0,0,0,-5,-4,2,-6,-10,-7,-16,-35,-41,-32,-63,-69,-70,-71,-77,-78
South Lanarkshire,Grocery & pharmacy,S12000029,South Lanarkshire,S12,Council Area,-2,1,2,0,-1,-1,0,-3,-1,5,-1,3,2,0,-3,3,4,4,6,5,3,2,3,5,5,11,13,10,10,16,22,24,28,13,11,-9,-6,-18,-21,-22,-23,-27,-38
South Lanarkshire,Parks,S12000029,South Lanarkshire,S12,Council Area,-2,9,-3,-10,-3,-16,-23,6,-3,13,10,5,-8,2,-23,10,22,22,33,15,0,13,12,3,0,-6,13,7,21,24,0,12,45,48,51,73,12,-3,-9,8,-19,-6,-6
South Lanarkshire,Transit stations,S12000029,South Lanarkshire,S12,Council Area,-5,-4,-2,-1,0,-3,-8,0,-7,-4,-6,0,-3,2,-10,1,-1,2,5,1,2,-4,-3,-6,-5,-1,0,-4,-6,-12,-21,-24,-23,-28,-32,-29,-43,-58,-63,-65,-67,-65,-57
South Lanarkshire,Workplace,S12000029,South Lanarkshire,S12,Council Area,-1,0,2,2,2,-2,-1,-1,0,1,0,0,0,2,-3,1,1,1,1,0,2,2,0,0,0,-2,-3,-1,-4,-8,-13,-20,-25,-27,-23,-29,-41,-57,-65,-68,-69,-57,-54
South Lanarkshire,Residential,S12000029,South Lanarkshire,S12,Council Area,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,1,1,1,1,2,2,1,4,7,9,10,11,10,7,16,23,26,27,28,19,14
South Yorkshire,Retail & recreation,E11000003,South Yorkshire,E11,Metropolitan County,-2,8,8,6,4,3,3,2,-3,-2,4,4,2,9,9,4,2,7,2,2,6,7,-1,-1,0,-1,-2,-7,-6,-4,-13,-21,-20,-26,-48,-56,-45,-72,-74,-75,-77,-84,-86
South Yorkshire,Grocery & pharmacy,E11000003,South Yorkshire,E11,Metropolitan County,-3,-1,-2,-2,-3,0,-1,0,0,5,-1,1,2,3,5,3,2,4,2,4,2,3,3,3,4,8,10,7,10,20,23,23,23,11,5,-9,-6,-21,-23,-25,-26,-37,-43
South Yorkshire,Parks,E11000003,South Yorkshire,E11,Metropolitan County,-34,12,19,-1,-13,-4,-16,-5,-16,2,2,9,-20,-11,14,12,13,14,12,23,12,14,0,5,9,6,12,-1,2,18,15,-14,12,6,-7,14,1,-4,-4,-4,-19,-53,-47
South Yorkshire,Transit stations,E11000003,South Yorkshire,E11,Metropolitan County,-7,-6,-4,-6,-9,-5,0,2,-4,-1,-2,-1,-1,1,3,0,0,0,-1,2,7,3,-4,-3,-4,-5,-4,-10,-10,-13,-22,-32,-33,-33,-41,-35,-47,-59,-63,-64,-67,-72,-71
South Yorkshire,Workplace,E11000003,South Yorkshire,E11,Metropolitan County,-2,-14,-13,-13,-15,-15,-2,-1,-2,1,1,0,0,0,1,0,1,1,1,2,2,1,0,1,1,0,-1,-2,-3,-5,-11,-17,-21,-22,-21,-25,-38,-51,-57,-60,-61,-55,-53
South Yorkshire,Residential,E11000003,South Yorkshire,E11,Metropolitan County,1,2,2,3,3,3,0,0,1,1,0,0,1,0,-1,0,0,0,0,0,-1,-1,1,1,1,1,1,1,0,2,5,8,9,10,9,7,14,20,23,24,26,19,15
Southampton,Retail & recreation,E06000045,Southampton,E06,Unitary Authority,-14,13,10,11,10,4,9,-6,-5,-3,-2,2,-2,3,4,7,1,-1,-8,0,9,0,-3,-2,-2,-5,-11,-19,-17,-8,-18,-25,-31,-39,-61,-64,-51,-75,-77,-78,-80,-87,-87
Southampton,Grocery & pharmacy,E06000045,Southampton,E06,Unitary Authority,-6,-1,-2,-3,-6,-6,-4,-4,-6,-1,-6,-6,-4,-2,1,-1,-3,-2,-4,4,2,2,1,2,4,7,9,7,4,13,23,24,23,8,-1,-11,-7,-23,-25,-28,-26,-36,-41
Southampton,Parks,E06000045,Southampton,E06,Unitary Authority,-42,14,8,0,-1,15,5,-7,-13,-9,-3,7,-22,-24,-1,14,2,-19,-18,10,1,-21,-1,-7,-7,3,-1,-24,-32,40,-3,-10,-16,-10,-16,-17,6,-24,-19,-15,-28,-59,-57
Southampton,Transit stations,E06000045,Southampton,E06,Unitary Authority,13,-5,-6,-9,-9,-6,7,2,-3,-4,-5,0,10,4,8,10,-2,-6,-5,1,10,11,1,-3,0,-1,-2,-1,-7,1,-17,-22,-27,-32,-37,-42,-44,-61,-67,-66,-66,-69,-71
Southampton,Workplace,E06000045,Southampton,E06,Unitary Authority,-5,-11,-10,-10,-11,-12,-3,0,0,2,2,2,0,-2,0,2,3,2,1,2,1,1,0,2,2,1,-3,-4,-6,-9,-16,-23,-29,-29,-25,-30,-46,-57,-63,-65,-65,-55,-54
Southampton,Residential,E06000045,Southampton,E06,Unitary Authority,2,1,2,2,2,2,1,0,1,1,0,0,0,0,-1,-1,0,0,1,0,0,0,1,1,1,1,2,3,2,3,7,10,11,12,10,8,16,23,25,26,27,19,NA
Southend-on-Sea,Retail & recreation,E06000033,Southend-on-Sea,E06,Unitary Authority,-27,15,16,12,6,9,1,-4,-1,0,1,2,-2,2,15,6,4,3,-9,7,8,9,6,1,4,4,0,-2,-9,3,-11,-17,-21,-27,-46,-57,-46,-73,-75,-76,-78,-85,-89
Southend-on-Sea,Grocery & pharmacy,E06000033,Southend-on-Sea,E06,Unitary Authority,2,14,11,11,9,13,12,12,9,12,8,11,14,11,18,14,15,19,7,22,13,21,15,17,17,23,24,19,20,33,37,47,44,30,17,3,7,-9,-11,-15,-16,-30,-39
Southend-on-Sea,Parks,E06000033,Southend-on-Sea,E06,Unitary Authority,-66,33,39,6,-8,26,-7,-22,-16,7,2,-3,-26,-36,21,7,8,2,-25,28,3,14,16,11,24,13,10,-12,-5,51,25,23,5,12,2,13,23,5,18,13,0,-56,-63
Southend-on-Sea,Transit stations,E06000033,Southend-on-Sea,E06,Unitary Authority,-22,-1,3,5,-2,1,-2,-3,1,5,2,0,8,-5,14,4,0,4,-2,6,5,3,1,-3,-4,-10,-10,-14,-17,-16,-28,-31,-42,-40,-45,-48,-54,-66,-67,-73,-72,-74,-79
Southend-on-Sea,Workplace,E06000033,Southend-on-Sea,E06,Unitary Authority,-6,-16,-14,-15,-16,-17,0,-4,-2,0,0,-1,-1,-2,1,0,1,1,-1,1,0,-1,0,-1,-2,-4,-5,-3,-6,-10,-18,-23,-29,-30,-26,-32,-46,-58,-64,-66,-67,-59,-57
Southend-on-Sea,Residential,E06000033,Southend-on-Sea,E06,Unitary Authority,NA,3,2,2,3,2,0,NA,1,0,1,1,1,1,NA,0,0,0,2,0,0,NA,1,1,1,2,3,3,NA,4,8,10,12,13,11,NA,18,24,26,27,28,NA,NA
Staffordshire,Retail & recreation,E10000028,Staffordshire,E10,County,-11,10,8,2,5,6,-4,-2,-2,2,-1,4,0,2,8,5,2,2,4,5,2,8,-1,2,-1,1,-1,-4,-4,1,-9,-20,-14,-21,-44,-54,-39,-69,-72,-72,-75,-84,-85
Staffordshire,Grocery & pharmacy,E10000028,Staffordshire,E10,County,-5,2,-1,-2,-1,1,0,0,2,8,0,3,3,1,4,5,4,5,6,7,3,6,4,7,6,12,13,10,11,25,29,27,33,17,9,-7,-2,-20,-22,-24,-26,-38,-44
Staffordshire,Parks,E10000028,Staffordshire,E10,County,-42,22,22,-2,-5,11,-13,-10,-10,1,-8,0,-15,-22,2,13,7,0,15,29,10,23,-7,0,8,7,9,19,-9,22,6,-21,7,18,20,23,6,-8,0,3,-20,-55,-54
Staffordshire,Transit stations,E10000028,Staffordshire,E10,County,5,11,6,4,4,12,11,25,3,3,-2,6,13,5,23,10,3,4,6,16,11,17,6,3,2,2,9,1,-2,-2,-12,-22,-21,-20,-31,-33,-34,-48,-54,-59,-61,-71,-73
Staffordshire,Workplace,E10000028,Staffordshire,E10,County,-4,-16,-15,-15,-17,-17,-3,-2,-2,0,0,0,-3,0,2,1,1,1,1,1,1,1,1,0,0,0,-2,-2,-5,-4,-9,-16,-20,-22,-24,-28,-39,-53,-60,-62,-63,-57,-54
Staffordshire,Residential,E10000028,Staffordshire,E10,County,1,2,3,3,3,3,0,0,1,0,1,1,1,0,-1,0,0,1,1,0,-1,-1,1,1,1,1,2,1,1,2,5,9,10,10,9,7,15,22,25,26,27,19,14
Stirling,Retail & recreation,S12000030,Stirling,S12,Council Area,-6,9,11,10,3,-8,-13,-6,-3,4,6,12,1,6,8,12,12,11,9,6,2,3,6,3,4,3,-1,-7,-2,0,-13,-21,-19,-30,-51,-59,-51,-74,-80,-78,-81,-87,-85
Stirling,Grocery & pharmacy,S12000030,Stirling,S12,Council Area,-2,5,0,-1,-1,-7,-4,-3,-6,2,0,3,0,3,-2,2,3,3,5,5,4,-3,3,4,3,10,13,12,8,14,18,18,21,11,11,-10,-11,-28,-32,-36,-35,-41,-49
Stirling,Parks,S12000030,Stirling,S12,Council Area,-13,15,21,17,7,-19,-34,10,-8,20,27,14,-8,-2,-20,18,43,35,19,17,-17,15,14,16,13,-8,33,-3,35,16,17,19,36,46,42,69,3,-31,-40,-44,-51,-57,-49
Stirling,Transit stations,S12000030,Stirling,S12,Council Area,-7,-5,-5,-5,-1,-10,-17,6,-2,5,6,13,5,9,18,1,5,2,13,6,4,17,3,3,1,1,-1,-13,2,-17,-23,-36,-32,-38,-43,-35,-52,-67,-71,-75,-76,-81,-76
Stirling,Workplace,S12000030,Stirling,S12,Council Area,0,-19,-17,-18,-20,-22,0,2,-3,3,1,2,1,7,8,-1,3,0,3,2,5,9,0,1,-1,-2,-2,1,-3,-15,-19,-27,-30,-30,-24,-33,-54,-67,-73,-74,-74,-61,-62
